customer_id,avg_bandwidth_dsl,avg_bandwidth_fiber_optic
N447597,NULL,1693.576099
N451468,NULL,1022.516053
N471149,NULL,2026.989634
N472963,NULL,NULL
N496180,NULL,1157.275128
N497781,NULL,NULL
N517426,NULL,NULL
N520045,NULL,6023.253234
N527948,NULL,NULL
N538825,5722.608267,NULL
N55092,NULL,NULL
N556313,5698.426541,NULL
N601524,NULL,6515.85714
N602492,5524.916473,NULL
N627924,6200.072737,NULL
N682283,4113.33849,NULL
N694912,2029.905606,NULL
N709080,NULL,2552.12106
N709490,NULL,4317.862166
N712814,NULL,NULL
N715806,NULL,738.8929143
N727282,2220.436194,NULL
N73923,NULL,NULL
N754270,NULL,848.4406611
N764043,NULL,998.0643375
N769210,NULL,887.1803664
N773734,1112.686143,NULL
N78759,NULL,NULL
N790632,NULL,NULL
N793554,NULL,715.1931007
N798242,NULL,5924.003898
N810011,1424.784732,NULL
N815042,1237.609162,NULL
N816335,NULL,NULL
N823455,NULL,5459.257498
N82795,1631.872719,NULL
N85718,1340.373707,NULL
N863236,826.7523349,NULL
N864363,4828.2039,NULL
N871301,1784.759356,NULL
N883420,NULL,1153.262724
N886555,NULL,917.1665939
N892048,1683.821351,NULL
N894031,4506.056002,NULL
N914081,NULL,NULL
N927054,1206.875735,NULL
N931384,NULL,1067.373076
N93461,NULL,4693.458553
N953071,NULL,703.8007764
N954346,6244.295389,NULL
N954926,NULL,NULL
N966024,1860.544496,NULL
O04397,6206.957458,NULL
O08300,1027.507457,NULL
O101585,NULL,NULL
O142235,NULL,NULL
O144814,NULL,NULL
O147731,NULL,1661.330631
O156883,NULL,5556.021088
O178098,NULL,NULL
O18218,NULL,4237.980107
O186082,NULL,NULL
O186325,1195.475034,NULL
O189297,NULL,2020.604314
O208180,NULL,1159.773784
O220358,NULL,NULL
O221751,NULL,347.446058
O230445,NULL,6069.194377
O246994,NULL,NULL
O251865,2361.62202,NULL
O261091,NULL,NULL
O261679,1286.962111,NULL
O264379,NULL,5614.790593
O265706,1569.873827,NULL
O298138,NULL,4647.63715
O317698,NULL,NULL
O344933,NULL,NULL
O35903,NULL,787.5389871
O362996,NULL,4930.158658
O366561,NULL,4876.001451
O402306,1451.201108,NULL
O406255,4932.430411,NULL
O431640,NULL,5990.18794
O435835,NULL,6260.19195
O444447,1743.932853,NULL
O464940,NULL,766.7921091
O466793,NULL,NULL
O467624,5942.500538,NULL
O542962,NULL,321.8958659
O546888,NULL,1341.412763
O574163,6580.770491,NULL
O587608,6072.286168,NULL
O608853,NULL,NULL
O625994,1461.63461,NULL
O65325,1170.139527,NULL
O683991,1407.105672,NULL
O686657,NULL,6012.531259
O697874,NULL,NULL
O711143,NULL,NULL
O716781,4878.10553,NULL
O739489,1340.930156,NULL
O753379,6174.276271,NULL
O756593,NULL,NULL
O758268,4014.850907,NULL
O760284,1416.865765,NULL
O760396,NULL,1147.311353
O763178,1233.62831,NULL
O773213,1290.286524,NULL
O804356,NULL,278.350323
O821312,NULL,3754.322576
O834546,NULL,NULL
O839517,964.1421939,NULL
O845822,1342.337702,NULL
O848423,NULL,5124.938421
O851847,1848.378413,NULL
O852145,1029.123182,NULL
O86238,NULL,NULL
O877559,NULL,5837.262258
O880598,1069.09373,NULL
O881167,NULL,2157.669912
O886488,NULL,743.4780761
O894158,3040.553763,NULL
O916460,1900.983013,NULL
O91882,2757.839041,NULL
O933825,6632.42053,NULL
O947108,5876.740785,NULL
O962208,5580.901602,NULL
O964713,5710.355112,NULL
O967292,6820.82156,NULL
O970720,NULL,NULL
O983275,NULL,NULL
O987835,2259.182707,NULL
P01863,NULL,6484.571924
P05538,NULL,NULL
P08547,NULL,2072.694492
P139155,NULL,5978.10151
P151266,1069.18746,NULL
P15322,NULL,6555.679518
P170468,6028.840796,NULL
P172027,6171.94132,NULL
P186990,NULL,NULL
P20993,NULL,885.0263451
P212521,NULL,5469.381433
P218828,2223.835601,NULL
P222390,6746.608618,NULL
P233636,NULL,1035.265621
P234841,1653.932692,NULL
P239147,5083.028968,NULL
P261871,NULL,5440.228336
P266026,1171.985659,NULL
P271479,NULL,5577.591754
P299531,NULL,NULL
P310809,NULL,NULL
P318419,NULL,5847.100806
P319624,NULL,NULL
P327630,NULL,838.8374504
P341958,NULL,4882.901543
P358529,5205.750156,NULL
P362867,6477.148408,NULL
P365450,1143.685617,NULL
P365570,NULL,4894.603978
P37481,NULL,NULL
P376206,6645.186507,NULL
P377664,NULL,NULL
P377979,NULL,5953.091281
P387565,NULL,5269.998748
P396177,NULL,5882.516568
P401786,2768.129883,NULL
P417515,1718.405985,NULL
P493147,NULL,1224.30253
P496804,NULL,6008.726494
P497869,NULL,NULL
P514284,917.029715,NULL
P526389,1407.682723,NULL
P553271,NULL,4480.828708
P558309,NULL,5163.277727
P564059,NULL,5696.824115
P573247,5744.847584,NULL
P589193,1238.891522,NULL
P612442,NULL,NULL
P625495,NULL,6160.398795
P628714,1072.95902,NULL
P628955,5319.904812,NULL
P631143,NULL,1924.903884
P650282,NULL,NULL
P651146,NULL,NULL
P661258,6061.603654,NULL
P668082,NULL,1211.320081
P704448,NULL,6556.237246
P706486,NULL,427.3743388
P711162,5320.150962,NULL
P721661,NULL,4466.695172
P733036,NULL,NULL
P765785,NULL,939.7181324
P768995,6739.19212,NULL
P780501,6904.05739,NULL
P802061,NULL,3798.956979
P834833,NULL,NULL
P854487,NULL,NULL
P861928,NULL,5696.204344
P870642,NULL,1559.752741
P883127,NULL,6289.621165
P899179,NULL,3653.559021
P905987,NULL,407.5928812
P915334,NULL,NULL
P92726,NULL,1071.774579
P944183,1328.874126,NULL
P945462,6165.207912,NULL
P955847,NULL,5013.653883
P964793,1209.707399,NULL
P96900,NULL,NULL
P987255,5865.625146,NULL
P988126,NULL,2380.995294
Q100782,NULL,4246.327693
Q105645,1349.319824,NULL
Q127985,NULL,5064.686588
Q139076,NULL,1499.600891
Q154739,1174.414663,NULL
Q156955,NULL,5761.220242
Q158204,NULL,1760.029684
Q17056,1653.756383,NULL
Q18512,1403.833391,NULL
Q19503,6468.116177,NULL
Q200925,1547.513225,NULL
Q202776,NULL,984.2036034
Q246510,6390.767295,NULL
Q252222,6033.647017,NULL
Q272209,NULL,NULL
Q279060,NULL,2059.200998
Q291482,NULL,NULL
Q366127,NULL,5179.612997
Q378447,NULL,NULL
Q385070,1102.197408,NULL
Q404548,NULL,NULL
Q408580,4863.46622,NULL
Q417407,NULL,722.2139832
Q418090,NULL,3930.941783
Q474525,NULL,6091.064644
Q485617,NULL,NULL
Q486994,1402.20491,NULL
Q501175,982.9569892,NULL
Q52006,NULL,1275.385401
Q527117,NULL,NULL
Q527467,NULL,NULL
Q539467,NULL,NULL
Q550105,NULL,5507.943409
Q557106,NULL,6255.953775
Q577098,6047.986921,NULL
Q590164,NULL,1282.323667
Q604081,2441.738277,NULL
Q61554,NULL,6100.606692
Q627124,NULL,5920.786804
Q632278,1475.739164,NULL
Q675449,NULL,NULL
Q676795,NULL,5687.504971
Q690485,6629.310323,NULL
Q713051,NULL,5708.03691
Q722018,NULL,5291.533225
Q727920,1235.112132,NULL
Q733674,NULL,4885.896119
Q747686,1439.765003,NULL
Q748629,6024.749674,NULL
Q756941,NULL,4745.339554
Q77142,NULL,4771.553025
Q785217,4443.003488,NULL
Q790953,1426.604038,NULL
Q796182,NULL,589.198137
Q816736,NULL,795.5471897
Q817387,6125.429918,NULL
Q820393,NULL,3572.738241
Q857934,NULL,NULL
Q864563,NULL,1876.809732
Q877999,NULL,1461.917374
Q890961,6535.810581,NULL
Q895849,NULL,831.1303039
Q901861,6624.884891,NULL
Q902286,NULL,5239.916322
Q925183,4705.493469,NULL
Q937859,NULL,6309.319991
Q941225,NULL,5273.813487
Q978096,1127.193482,NULL
Q981830,4059.807666,NULL
Q983001,NULL,5903.828849
Q985321,NULL,1023.75368
R02060,NULL,5839.250864
R119419,NULL,1282.858382
R120686,NULL,NULL
R12402,NULL,NULL
R136473,NULL,580.5443061
R15145,NULL,4582.182243
R158965,NULL,NULL
R186116,5035.210271,NULL
R189303,NULL,452.8721504
R19086,5197.361049,NULL
R195593,NULL,1081.814362
R197571,1639.236491,NULL
R199135,NULL,1225.839629
R208839,NULL,5823.67123
R21451,1230.940963,NULL
R218463,NULL,4775.063711
R236363,NULL,557.9519675
R241049,NULL,NULL
R261202,NULL,NULL
R276130,1740.01586,NULL
R286623,6727.977262,NULL
R290249,5233.690338,NULL
R301897,NULL,NULL
R302272,6075.221267,NULL
R305280,NULL,1572.393016
R307149,NULL,5867.148335
R313998,971.0579616,NULL
R347015,NULL,NULL
R349356,NULL,5042.032681
R359034,2739.364415,NULL
R370396,NULL,4305.698234
R398309,NULL,4945.724284
R407604,NULL,4810.280705
R425303,NULL,4849.21743
R464272,1313.492851,NULL
R471623,5294.782338,NULL
R472225,NULL,4974.094369
R486370,NULL,2196.151925
R490270,5181.433033,NULL
R493661,NULL,NULL
R495303,NULL,5699.245355
R501652,NULL,4818.09657
R518278,NULL,4503.053128
R549694,4616.664022,NULL
R570772,NULL,910.2691862
R576269,5801.742401,NULL
R577652,6849.08497,NULL
R590022,6667.408481,NULL
R597388,NULL,499.02956
R610483,5296.312677,NULL
R612188,NULL,5166.92619
R620556,NULL,NULL
R622504,1901.748017,NULL
R624685,NULL,5089.070944
R628814,NULL,444.2368102
R657635,NULL,567.3209248
R658797,NULL,NULL
R687130,NULL,NULL
R69161,NULL,934.5432733
R692612,1215.412022,NULL
R702919,2283.190011,NULL
R714397,1108.726166,NULL
R715020,NULL,831.5573687
R723551,NULL,6538.478003
R726035,NULL,5831.590077
R726654,NULL,5260.656937
R779327,NULL,NULL
R789763,6308.988621,NULL
R793629,1701.75372,NULL
R796813,5285.025958,NULL
R818704,NULL,5179.277309
R850000,5229.211184,NULL
R863246,NULL,NULL
R892929,NULL,NULL
R912684,NULL,NULL
R918917,NULL,5526.487954
R931562,NULL,5857.937007
R934959,NULL,1381.802291
R949574,NULL,NULL
R957727,2087.543903,NULL
R960206,NULL,769.9868737
R973770,2100.288363,NULL
R974706,NULL,5148.276996
R982501,NULL,486.381294
R986544,1582.882748,NULL
S09313,6265.43461,NULL
S103816,733.0142637,NULL
S109814,NULL,NULL
S122516,NULL,5646.563818
S125158,NULL,NULL
S144940,NULL,5694.946384
S150511,NULL,NULL
S178108,NULL,NULL
S189124,5286.98629,NULL
S189197,NULL,6131.484263
S193458,NULL,NULL
S222652,6315.89486,NULL
S225870,NULL,NULL
S229939,5640.808851,NULL
S237899,6815.305528,NULL
S242452,NULL,NULL
S253484,NULL,500.4406927
S256921,1541.269223,NULL
S257413,NULL,3503.174329
S258368,1187.716662,NULL
S281020,NULL,NULL
S287151,1076.138741,NULL
S291778,NULL,5573.580119
S297468,1179.03962,NULL
S300408,NULL,3741.804448
S311262,1610.027119,NULL
S312202,NULL,1692.14874
S322351,NULL,2209.997412
S341394,NULL,5403.036108
S342275,NULL,NULL
S34743,NULL,1614.036609
S372424,NULL,NULL
S373191,NULL,1312.812193
S377705,NULL,NULL
S390033,5185.302334,NULL
S390179,NULL,NULL
S407948,NULL,968.8971697
S424834,NULL,NULL
S455794,1968.083882,NULL
S459186,NULL,5084.802228
S472625,4185.58497,NULL
S472749,NULL,NULL
S473175,NULL,NULL
S490943,NULL,1080.503708
S504402,4888.502724,NULL
S509823,NULL,2047.373281
S510707,NULL,5061.53662
S53034,1773.915003,NULL
S54573,NULL,2229.321043
S571014,NULL,4551.763964
S580963,NULL,5878.566682
S583760,6854.114445,NULL
S584863,2028.886621,NULL
S588320,1206.219227,NULL
S589285,NULL,NULL
S612810,1138.251038,NULL
S62594,NULL,NULL
S631135,4156.493991,NULL
S632772,NULL,5732.940723
S634813,NULL,5332.826382
S639183,NULL,1873.849553
S655334,NULL,742.5950937
S658357,NULL,NULL
S66397,1551.718247,NULL
S682687,NULL,853.7834038
S683859,NULL,NULL
S693485,NULL,5390.61261
S696170,NULL,1114.196033
S744209,NULL,868.497965
S749342,6396.071626,NULL
S753517,5901.89928,NULL
S768162,NULL,638.2966688
S76930,1827.741525,NULL
S777773,NULL,1239.802036
S782248,1999.64045,NULL
S794273,NULL,NULL
S814936,NULL,6493.121834
S858588,NULL,570.9128348
S894000,1536.363525,NULL
S894096,NULL,6481.198108
S900746,1907.528361,NULL
S904300,NULL,5693.466496
S904420,NULL,4918.416016
S914593,NULL,1328.568048
S942225,1110.767158,NULL
S958641,NULL,570.7344969
S959998,1306.270891,NULL
S961459,NULL,NULL
S963269,NULL,581.9611419
S968318,4926.848896,NULL
S974700,4108.101249,NULL
S981645,1835.301769,NULL
S983615,NULL,6153.244903
T09327,NULL,2063.282237
T108863,NULL,NULL
T145464,NULL,5449.543139
T148295,NULL,4363.955591
T157142,NULL,4171.400793
T157623,1782.253032,NULL
T181607,6317.989438,NULL
T188581,NULL,1234.871994
T19437,NULL,4728.350252
T202681,NULL,NULL
T203977,NULL,NULL
T207990,6710.02165,NULL
T208294,NULL,4834.33256
T22671,NULL,843.7651173
T240588,1887.699697,NULL
T267542,NULL,1078.260358
T283168,1422.2449,NULL
T306269,1918.333346,NULL
T31369,NULL,5055.536874
T325632,NULL,1168.630192
T346465,NULL,2391.497324
T346518,NULL,6039.331412
T357711,6327.983433,NULL
T360114,NULL,5398.88963
T377657,NULL,NULL
T380611,NULL,1190.056958
T399319,2329.310551,NULL
T417062,4221.824522,NULL
T419903,NULL,NULL
T420846,NULL,989.9918587
T444872,NULL,NULL
T446100,NULL,NULL
T447873,NULL,3610.16619
T449876,NULL,5382.496895
T456294,NULL,799.7665769
T462322,NULL,854.4182496
T465359,NULL,6361.936513
T484755,NULL,NULL
T495616,2623.835938,NULL
T504980,NULL,2146.833629
T508881,NULL,NULL
T526594,NULL,775.7502457
T538580,NULL,NULL
T540942,NULL,NULL
T541594,NULL,NULL
T544616,NULL,1150.450972
T545830,NULL,6037.093005
T560412,6856.666585,NULL
T577346,NULL,1024.131285
T584418,2316.736557,NULL
T59719,5861.982807,NULL
T618453,NULL,NULL
T629485,NULL,6535.516989
T660448,NULL,1637.201426
T664511,NULL,5906.432884
T689270,NULL,782.6217803
T746316,NULL,703.1820621
T74722,NULL,4981.220406
T749981,NULL,NULL
T761698,3943.462001,NULL
T762967,1243.099192,NULL
T782123,NULL,444.0474919
T783228,NULL,NULL
T786613,NULL,821.8429175
T795869,6107.121136,NULL
T805739,NULL,5729.627989
T805948,NULL,1871.706612
T811107,5521.423515,NULL
T812251,NULL,1171.036365
T81402,5741.788806,NULL
T814609,NULL,618.6284163
T81723,5769.871286,NULL
T834491,2947.224753,NULL
T83491,5503.322362,NULL
T841767,NULL,635.2980162
T843829,NULL,5674.496257
T846054,5832.660558,NULL
T849288,NULL,5756.010952
T872338,1680.337106,NULL
T884723,6760.900419,NULL
T895288,NULL,5487.786212
T896933,NULL,984.2773024
T913039,NULL,5998.410517
T913744,6519.801796,NULL
T923695,2615.909854,NULL
T931250,NULL,5843.001421
T966251,NULL,NULL
T994784,6638.783919,NULL
U118458,NULL,NULL
U136415,5646.886372,NULL
U151000,NULL,NULL
U158712,1587.044822,NULL
U160756,6309.069748,NULL
U164846,5910.056992,NULL
U169694,1342.862457,NULL
U180646,5579.15458,NULL
U187337,NULL,5770.359583
U207175,5893.413959,NULL
U213708,NULL,3935.280548
U219545,NULL,1198.455198
U236179,NULL,6292.807402
U243994,NULL,NULL
U252601,NULL,NULL
U258018,NULL,4561.48499
U26172,NULL,4856.923385
U276149,1227.924743,NULL
U286430,NULL,1088.786574
U300358,NULL,5832.634128
U332484,1760.757293,NULL
U358684,NULL,NULL
U386699,5917.686828,NULL
U409049,NULL,1557.64411
U418693,NULL,5931.842515
U426077,NULL,5634.80523
U433590,NULL,792.3707277
U451201,NULL,558.3751762
U460441,NULL,NULL
U479043,1300.689811,NULL
U526402,NULL,933.4257317
U531334,NULL,NULL
U532782,NULL,NULL
U54307,6016.804026,NULL
U544678,NULL,NULL
U560834,2392.203409,NULL
U564504,NULL,NULL
U567243,NULL,5086.304493
U578094,NULL,NULL
U582130,NULL,NULL
U589779,NULL,1822.617538
U597597,NULL,NULL
U606571,NULL,NULL
U607425,2022.556285,NULL
U611705,NULL,NULL
U638010,NULL,NULL
U652791,1280.53691,NULL
U698370,NULL,5490.285527
U699997,NULL,511.1215788
U707295,NULL,NULL
U721877,NULL,NULL
U724245,6419.007711,NULL
U729467,NULL,1537.706248
U738468,NULL,5856.007779
U741276,NULL,6900.075325
U747129,NULL,NULL
U750518,NULL,NULL
U782508,1311.269805,NULL
U784168,NULL,1911.782207
U784524,NULL,2068.674053
U791625,NULL,NULL
U811590,NULL,974.4325376
U821333,NULL,5450.903985
U825707,NULL,NULL
U83203,NULL,NULL
U838638,NULL,590.602719
U862685,6792.669914,NULL
U875156,NULL,608.6804201
U880816,NULL,NULL
U88099,NULL,NULL
U887076,5981.786697,NULL
U903738,NULL,NULL
U904070,NULL,1270.455838
U905397,NULL,NULL
U921662,NULL,5080.902489
U922017,NULL,6088.936104
U924025,4072.167583,NULL
U925717,NULL,6346.420103
U931407,NULL,1503.937766
U954852,NULL,1341.508482
U958988,NULL,NULL
U961818,NULL,6547.536791
U978149,NULL,6186.049801
U987101,NULL,1367.297406
U990275,6280.796851,NULL
V118979,NULL,4711.946736
V134244,NULL,5754.802766
V13975,NULL,667.4764252
V140814,NULL,1201.308416
V148850,NULL,NULL
V172495,5176.004699,NULL
V183873,2674.568338,NULL
V191716,NULL,1893.24474
V204250,NULL,NULL
V205649,NULL,4168.120303
V207992,4998.863127,NULL
V210365,NULL,5203.323815
V217475,NULL,297.4433143
V21751,5934.44869,NULL
V224713,NULL,NULL
V231505,NULL,4767.338494
V250371,737.7421962,NULL
V297183,1079.325698,NULL
V316925,NULL,4222.497317
V342335,NULL,5472.923809
V366744,1696.720466,NULL
V366783,NULL,4943.594438
V386022,3452.422228,NULL
V394552,NULL,4364.095122
V399133,2167.855557,NULL
V405018,NULL,6261.739568
V417569,5084.851456,NULL
V420683,5693.54601,NULL
V424932,NULL,5195.500799
V472281,NULL,NULL
V473732,NULL,713.7053321
V490167,NULL,NULL
V491948,NULL,NULL
V492229,NULL,1128.690355
V502095,NULL,3354.624637
V506373,5739.181377,NULL
V52316,NULL,5005.866114
V527256,NULL,4173.252675
V52887,NULL,NULL
V544721,NULL,913.521381
V554560,2174.446655,NULL
V55806,NULL,1786.342426
V571379,6319.838076,NULL
V596816,1465.141784,NULL
V599639,NULL,6076.522348
V607314,1039.131091,NULL
V615120,6578.562564,NULL
V620517,6376.639792,NULL
V625954,6521.587044,NULL
V627981,NULL,1109.681229
V635294,NULL,6106.984548
V642036,NULL,3830.124693
V646556,NULL,NULL
V650308,NULL,5893.622644
V713912,4835.577166,NULL
V733953,NULL,NULL
V740990,1275.194778,NULL
V745261,NULL,NULL
V750673,1482.762683,NULL
V750894,NULL,1446.937317
V751713,1142.173902,NULL
V754108,NULL,888.7604416
V76718,5988.65378,NULL
V777004,NULL,369.7619068
V807781,NULL,NULL
V808659,5475.345065,NULL
V822855,NULL,4047.773653
V824084,NULL,2677.74041
V837342,NULL,5329.419417
V843103,3713.519699,NULL
V867114,NULL,NULL
V875157,6364.89034,NULL
V878052,NULL,5483.967712
V878848,NULL,990.5923177
V882354,NULL,5210.243584
V898426,2296.853164,NULL
V910386,1844.526573,NULL
V910733,NULL,NULL
V920462,1313.391104,NULL
V92166,NULL,5133.883667
V922402,NULL,5085.102968
V972302,6689.748754,NULL
V975858,NULL,NULL
V977169,NULL,4724.802444
V981763,2206.253895,NULL
V982691,1457.580613,NULL
W01140,6031.527231,NULL
W03360,NULL,NULL
W100112,NULL,764.0244287
W129762,5582.846082,NULL
W131154,NULL,579.0788972
W141887,NULL,6018.481264
W152566,1790.477112,NULL
W166699,NULL,965.039948
W179760,NULL,NULL
W186069,NULL,NULL
W187424,NULL,4883.516353
W188751,NULL,NULL
W194911,NULL,1918.0889
W207606,NULL,NULL
W211074,NULL,NULL
W211742,NULL,NULL
W215581,NULL,5668.159085
W221502,4947.825183,NULL
W238332,1109.204756,NULL
W247511,NULL,1615.87994
W258972,NULL,393.6524652
W269326,1176.40624,NULL
W279417,1640.315966,NULL
W283898,NULL,3569.479648
W303516,NULL,NULL
W307037,2574.581362,NULL
W317275,NULL,NULL
W334401,NULL,NULL
W347165,NULL,6054.623559
W364385,NULL,5831.475339
W365170,NULL,6111.281156
W367931,NULL,NULL
W37205,NULL,4911.905543
W390315,NULL,NULL
W400552,NULL,NULL
W402834,NULL,5154.285324
W41017,NULL,5714.242038
W422563,5291.226692,NULL
W435309,6025.459819,NULL
W456654,NULL,6031.136319
W458227,6172.045881,NULL
W471235,NULL,NULL
W477705,NULL,NULL
W503853,NULL,5971.515636
W504338,5655.227579,NULL
W513562,6659.547499,NULL
W536728,NULL,6015.97413
W53761,NULL,NULL
W537758,NULL,4775.621608
W571315,1258.06366,NULL
W589259,1273.860067,NULL
W592004,1500.69101,NULL
W597078,NULL,1279.70353
W613906,929.0075954,NULL
W639994,NULL,688.5203813
W651542,2163.007664,NULL
W666471,NULL,270.9293518
W666781,NULL,5303.936549
W671969,NULL,1764.939141
W673739,1064.888301,NULL
W679242,NULL,786.1863432
W681476,NULL,562.6095219
W683622,NULL,NULL
W698821,NULL,2136.125116
W701345,NULL,4489.267692
W70203,NULL,5112.939726
W710569,NULL,1672.058732
W712461,NULL,NULL
W738466,1466.448878,NULL
W748883,5445.434955,NULL
W778119,NULL,1427.811261
W817414,NULL,815.588724
W827689,NULL,NULL
W841435,4734.546819,NULL
W868599,NULL,5082.031319
W87485,1048.919831,NULL
W874851,NULL,NULL
W890597,NULL,404.9361415
W895555,NULL,NULL
W903243,1057.31153,NULL
W909052,NULL,1185.892988
W912425,NULL,1323.764927
W928741,6463.270745,NULL
W929433,NULL,NULL
W949462,1304.854276,NULL
X00601,NULL,NULL
X103649,NULL,NULL
X106152,5609.120133,NULL
X106926,699.4793992,NULL
X121568,NULL,NULL
X12553,NULL,5798.959401
X145098,NULL,NULL
X147440,NULL,6312.410152
X163742,NULL,5785.930696
X167970,NULL,5655.54142
X178794,NULL,NULL
X189609,NULL,NULL
X19182,NULL,NULL
X209020,NULL,NULL
X241691,NULL,335.2998891
X245788,506.4720015,NULL
X246735,5379.896069,NULL
X254030,NULL,1884.134154
X258311,NULL,1329.56935
X258761,NULL,NULL
X261372,6068.222536,NULL
X279803,NULL,NULL
X280758,NULL,5519.813683
X286811,NULL,1964.367635
X286988,1216.325478,NULL
X290895,NULL,NULL
X30939,868.7530886,NULL
X320753,NULL,6310.076724
X33849,5048.660319,NULL
X342513,5873.892189,NULL
X345073,NULL,5426.490073
X354158,1460.696574,NULL
X354809,NULL,NULL
X365608,1302.621469,NULL
X371370,863.6296514,NULL
X376884,NULL,NULL
X386618,NULL,1107.738951
X389757,6261.419372,NULL
X392150,5099.928127,NULL
X397883,NULL,NULL
X415795,NULL,1163.701618
X421416,NULL,5923.952015
X428566,NULL,1315.312803
X451330,NULL,NULL
X451865,NULL,4835.663594
X466847,NULL,2245.476461
X471199,1262.175265,NULL
X481087,4839.528738,NULL
X487182,6543.110379,NULL
X503019,4585.928895,NULL
X508119,5566.092166,NULL
X517447,1389.833754,NULL
X528575,NULL,NULL
X542926,5504.260765,NULL
X559092,5737.637102,NULL
X577275,NULL,NULL
X592304,NULL,5976.68996
X61484,NULL,NULL
X618114,NULL,669.0040793
X664054,NULL,4147.013836
X664232,1835.292593,NULL
X671633,NULL,NULL
X68805,NULL,521.8726735
X688103,NULL,NULL
X708848,1280.101622,NULL
X732952,NULL,5921.501848
X756732,4832.995631,NULL
X760972,1875.734695,NULL
X788909,1489.301457,NULL
X789375,6692.362545,NULL
X801505,NULL,5193.997651
X852253,NULL,2220.255405
X860092,NULL,5641.382534
X863186,6176.784118,NULL
X867518,NULL,1024.783162
X868309,NULL,1089.662539
X896373,NULL,5277.732479
X914490,757.0097075,NULL
X91732,NULL,5471.040392
X923330,NULL,NULL
X938977,6274.202037,NULL
X978138,4815.278288,NULL
X987100,6192.141187,NULL
X989117,820.9557127,NULL
Y05539,1097.557516,NULL
Y104736,1965.221779,NULL
Y135389,NULL,1921.943744
Y147099,990.7760503,NULL
Y162634,1882.523799,NULL
Y162835,6182.792584,NULL
Y184043,985.5778302,NULL
Y190385,6206.567047,NULL
Y193208,NULL,1409.932665
Y199742,NULL,NULL
Y202471,NULL,NULL
Y208159,NULL,NULL
Y224996,NULL,1930.538667
Y243544,NULL,1997.134556
Y244740,NULL,NULL
Y246812,6024.715109,NULL
Y247424,2709.337012,NULL
Y283257,NULL,1893.522906
Y285316,NULL,NULL
Y293927,NULL,6321.838223
Y295853,NULL,NULL
Y332088,798.4275185,NULL
Y332336,NULL,2118.488416
Y334471,NULL,4683.762963
Y341313,4463.792034,NULL
Y353460,NULL,5901.269005
Y401519,NULL,5214.689346
Y401866,NULL,NULL
Y40674,1847.226235,NULL
Y411344,NULL,NULL
Y413092,NULL,558.4710883
Y462174,1494.533376,NULL
Y46632,NULL,952.3729916
Y467657,NULL,504.8041713
Y473038,4969.700877,NULL
Y482814,5233.838265,NULL
Y494489,NULL,1162.715411
Y514231,NULL,951.5719456
Y523332,6395.153415,NULL
Y531419,5269.166004,NULL
Y531744,1495.554533,NULL
Y543283,6599.040223,NULL
Y564438,NULL,782.9998382
Y566973,1613.670166,NULL
Y575299,NULL,NULL
Y576054,NULL,968.8818009
Y585520,NULL,3710.298126
Y592744,NULL,1877.852717
Y595352,NULL,1447.711265
Y596460,5848.038669,NULL
Y603112,NULL,NULL
Y614522,NULL,NULL
Y618105,1338.110998,NULL
Y627704,6377.495823,NULL
Y63249,NULL,NULL
Y637674,NULL,NULL
Y652986,NULL,NULL
Y654641,NULL,NULL
Y654962,2327.656652,NULL
Y669083,NULL,6414.954544
Y677034,NULL,6023.851747
Y680403,1288.736573,NULL
Y735827,1755.239032,NULL
Y747047,5722.756561,NULL
Y748946,2205.334092,NULL
Y757668,NULL,899.1324428
Y761222,NULL,NULL
Y768966,NULL,724.6774743
Y778987,NULL,5450.604196
Y789151,1222.622089,NULL
Y790493,NULL,1236.012715
Y793007,NULL,715.3186358
Y809841,5310.127657,NULL
Y824371,NULL,NULL
Y827249,NULL,NULL
Y837211,NULL,NULL
Y874309,5754.564928,NULL
Y875215,NULL,NULL
Y892014,NULL,1476.644914
Y901042,NULL,798.0189824
Y905946,NULL,950.0977853
Y930252,1061.907795,NULL
Y944097,NULL,253.7938252
Y979093,NULL,NULL
Y983317,NULL,1099.486982
Y986628,3186.79335,NULL
Y98868,NULL,5322.61702
Y990932,NULL,4716.06213
Y998384,NULL,1929.06738
Z105647,5449.470206,NULL
Z110095,NULL,4642.465727
Z120876,NULL,1131.921
Z122947,912.2540105,NULL
Z131585,6295.500079,NULL
Z13801,NULL,5842.329497
Z141456,NULL,5611.443086
Z147347,NULL,NULL
Z184886,4152.530591,NULL
Z192393,1450.159924,NULL
Z208862,901.9731056,NULL
Z210418,2148.657258,NULL
Z236621,860.4509841,NULL
Z239104,NULL,891.9183387
Z24001,NULL,4899.165964
Z253470,1939.600904,NULL
Z256378,NULL,5811.49739
Z256617,5813.064092,NULL
Z264704,NULL,NULL
Z272036,NULL,1597.444059
Z292423,NULL,6210.2238
Z292826,1058.643568,NULL
Z317359,NULL,1302.230824
Z327230,5648.297688,NULL
Z349412,4524.812836,NULL
Z353889,NULL,5350.192494
Z365104,1432.922873,NULL
Z367148,NULL,922.2317794
Z378375,NULL,5214.115508
Z379988,NULL,586.7422583
Z395113,NULL,4901.470822
Z399108,NULL,NULL
Z401773,6699.368513,NULL
Z409213,NULL,6436.529978
Z449350,NULL,5964.398265
Z45722,1163.746203,NULL
